priority,score,countries,document_date,document_type,document_no,document_title,source_series,local_identifier,folder_title,folder_naid,page_start,page_end,extraction,themes,review_reason,ocr_snippet,access_restriction,source_note,page_link,pdf_url,catalog_url
High,72,Venezuela,"January 28, 1989",Memorandum,,Letters from the President to Jaime Lusinchi and,Latin American Affairs Directorate Subject Files,CF00193-019,"Venezuela - January 20, 1989-December 31, 1989 [2]",470766534,132,,ocr-document-start,"presidential diplomacy; regional policy","memorandum form; Presidential or NSC principals; presidential diplomacy, regional policy; document text visible in OCR","S/S 8901460 United States Department of State 0A03 Washington, D.C. 20520 - January 28, 1989 MEMORANDUM FOR BRENT SCOWCROFT THE WHITE HOUSE Subject: Letters from the President to Jaime Lusinchi and Carlos Andres Perez of Venezuela and Jose Napoleon Duarte of El Salvador To demonstrate the President's personal interest in the Vice President's visit next week to Latin America, we are transmitting for your review and ap",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=132,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf,https://catalog.archives.gov/id/470766534
High,72,Uruguay,"January 3, 1990",Memorandum,,Schedule Proposal for Presidential Meeting with,Latin American Affairs Directorate Subject Files,CF00193-016,"Uruguay - January 20, 1989-December 31, 1989",470766531,56,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","~SECRET “CONFERENTEAD 10274 (w/SEGREF attachment) NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 January 3, 1990 SIGNED Nat! Sec Advisor ACTION has seen MEMORANDUM FOR BRENT SCOWCROFT Ac THROUGH: WILLIAM T. PRYCE U FROM: DAVID A. PACELLI pfs SUBJECT: Schedule Proposal for Presidential Meeting with Luis Alberto Lacalle, President-Elect of Uruguay Attached at Tab I is a Schedule Proposal for a Presidential meeting wi",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-016, Uruguay - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-016.pdf#page=56,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-016.pdf,https://catalog.archives.gov/id/470766531
High,72,Venezuela,"January 30, 1989",Memorandum,,BRENT SCOWCROFT (@),Latin American Affairs Directorate Subject Files,CF00193-019,"Venezuela - January 20, 1989-December 31, 1989 [2]",470766534,130,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","ACTION THE WHITE HOUSE THE PRESIDENT HAS SEEN i3,)\4 WASHINGTON ie eg pts Y snil ee, al i January 30, 1989 Sha GS MEMORANDUM FOR THE PRESIDENT FROM: SUBJECT: BRENT SCOWCROFT (@) Presidential Letters for Vice President Quayle to Deliver to Presidents of Venezuela and E51 Salvador Attached are letters for you to sign to Presidents Lusinchi and Perez of Venezuela and President Duarte of El Salvador for Vice President Qu",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=130,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf,https://catalog.archives.gov/id/470766534
High,72,"Brazil; Venezuela","January 30, 1989",Memorandum,,Presidential Letters for Vice President Quayle to,Latin American Directorate Chronological Files,CF00300-003,"January 20, 1989-February 1, 1989 [1]",470766404,28,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 203 January 30, 1989 ACTION CHRON FILE MEMORANDUM FOR BRENT SCOWCROFT FROM: CLARKE ee SUBJECT: Presidential Letters for Vice President Quayle to Deliver to Presidents of Venezuela and El Salvador Attached are letters for you to forward for signature to the President for the Vice President to take on his trip to Venezuela and El Salvador on February 1, 2 and 3. There ma",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-003, January 20, 1989-February 1, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf#page=28,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf,https://catalog.archives.gov/id/470766404
High,72,"Brazil; Venezuela","January 30, 1989",Memorandum,,Presidential Letters for Vice President Quayle to,Latin American Affairs Directorate Subject Files,CF00193-019,"Venezuela - January 20, 1989-December 31, 1989 [2]",470766534,131,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","ee NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 0203 January 30, 1989 yew poet ACTION nat Ps <20"" MEMORANDUM FOR BRENT SCOWCROFT FROM: CLARKE BRINTNALIC SUBJECT: Presidential Letters for Vice President Quayle to Deliver to Presidents of Venezuela and El Salvador Attached are letters for you to forward for signature to the President for the Vice President to take on his trip to Venezuela and El Salvador on Februar",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=131,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf,https://catalog.archives.gov/id/470766534
High,72,Brazil,"January 31, 1989",Memorandum of Conversation,,Memorandum of Conversation Between the,Latin American Directorate Chronological Files,CF00300-003,"January 20, 1989-February 1, 1989 [1]",470766404,13,,ocr-document-start,"presidential diplomacy; regional policy","memorandum form; Presidential or NSC principals; presidential diplomacy, regional policy; document text visible in OCR","CONABENHAL- NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 January 31, 1989 MEMORANDUM FOR CARNES LORD @ { \ FL FROM: DAVID A. PACELLI SUBJECT: Memorandum of Conversation Between the Vice President and OAS Secretary General Baena Soares Please find attached at Tab I a memorandum of the meeting between the Vice President and Joao Clemente Baena Soares, Secretary General of the Organization of American States, on Jan",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-003, January 20, 1989-February 1, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf#page=13,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf,https://catalog.archives.gov/id/470766404
High,72,Venezuela,"January 31, 1989",Memorandum,,Request for Travel Orders,Latin American Directorate Chronological Files,CF00300-003,"January 20, 1989-February 1, 1989 [1]",470766404,20,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","0266 NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 January 31, 1989 ACTION MEMORANDUM FOR ROBERT M. PERITO ‘fe THROUGH: ROBERT S. PASTORINO FROM: CLARKE M. BRINTNALL OW” CHRON FILE SUBJECT: Request for Travel Orders Request travel orders for Clarke M. Brintnall to accompany Vice President, J. Danforth Quayle, to take part in meetings in Venezuela and El Salvador, February 1-3, 1989. RECOMMENDATION That you sign th",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-003, January 20, 1989-February 1, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf#page=20,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-003.pdf,https://catalog.archives.gov/id/470766404
High,72,Bolivia,"July 12, 1989",Memorandum of Telephone Conversation,,The President’s Telephone Conversation with,Latin American Affairs Directorate Subject Files,CF00189-012,"Bolivia - January 20, 1989-December 31, 1989",470766485,55,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","‘ CONrrIDENTrar 5416 NATIONAL SECURITY COUNCIL WASHINGTON, D.C, 20506 July 12, 1989 ACTION MEMORANDUM FOR G. PHILIP HUGHES 7 THROUGH: EVERETT ELLIS BRIGHS’/ FROM: WILLIAM T. PRYCE | SUBJECT: The President’s Telephone Conversation with President Victor Paz Estenssoro of Bolivia Attached at Tab I is your memorandum to Stapleton Roy transmitting to the State Department the memorandum of the President’s telephone convers",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-012, Bolivia - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-012.pdf#page=55,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-012.pdf,https://catalog.archives.gov/id/470766485
High,72,Argentina,"July 21, 1989",Memorandum of Conversation,,Memorandum of Conversation with Foreign Minister,Latin American Directorate Chronological Files,CF00302-004,"July 16, 1989-July 30, 1989 [1]",470766441,75,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","LSEGRES SEGRET 5912 NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 MEMORANDUM FOR J. STAPLETON ROY Executive Secretary Department of State SUBJECT: Memorandum of Conversation with Foreign Minister Domingo Cavallo of Argentina (U) Attached at Tab A is the Memorandum of Conversation of General Scowcroft’s meeting with Foreign Minister Cavallo of Argentina, July 21, 1989. It should be transmitted to Assistant Secretar",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-004, July 16, 1989-July 30, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-004.pdf#page=75,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-004.pdf,https://catalog.archives.gov/id/470766441
High,72,Argentina,"July 27, 1989",Memorandum of Conversation,,Memorandum of Conversation with Foreign Minister,Latin American Directorate Chronological Files,CF00302-004,"July 16, 1989-July 30, 1989 [1]",470766441,74,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","“seonet SECRET ® 5912 WASHINGTON, D.C. 20506 July 27, 1989 ACTION MEMORANDUM FOR G. PHILIP HUGHES FROM: EVERETT ELLIS BRIGGSY / SUBJECT: Memorandum of Conversation with Foreign Minister Domingo Cavallo of Argentina, July 21, 1989 (Uv) Attached at Tab I is the Memorandum of Conversation of General Scowcroft’s meeting with Foreign Minister Cavallo of Argentina. (U) RECOMMENDATION That you sign the memo at Tab I transmi",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-004, July 16, 1989-July 30, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-004.pdf#page=74,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-004.pdf,https://catalog.archives.gov/id/470766441
High,72,Argentina,"July 27, 1989",Memorandum of Conversation,,Memorandum of Conversation with Foreign Minister,Latin American Affairs Directorate Subject Files,CF00189-007,"Argentina - January 20, 1989-December 31, 1989 [3]",470766480,17,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","ers ya -SHeRET — SEG! 5912 NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 July 27, 1989 ACTION MEMORANDUM FOR G. PHILIP HUGHES FROM: EVERETT ELLIS BRIGGSY ] SUBJECT: Memorandum of Conversation with Foreign Minister Domingo Cavallo of Argentina, July 21, 1989 (U) Attached at Tab I is the Memorandum of Conversation of General Scowcroft’s meeting with Foreign Minister Cavallo of Argentina. (U) RECOMMENDATION That you",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-007, Argentina - January 20, 1989-December 31, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-007.pdf#page=17,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-007.pdf,https://catalog.archives.gov/id/470766480
High,72,Argentina,"July 3, 1989",Memorandum,,Argentine President-elect Carlos Menem,Latin American Directorate Chronological Files,CF00302-002,"July 1, 1989-July 15, 1989 [2]",470766439,76,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","8914095 United States Department of State Washington, D.C. 20520 July 3, 1989 MEMORANDUM FOR BRENT SCOWCROFT THE WHITE HOUSE SUBJECT: Argentine President-elect Carlos Menem Requests a Meeting with President Bush Argentine President-to-be Carlos Menem, who is now scheduled to take office on July 8, is very interested in a private meeting with President Bush. In a June 19 meeting with Deputy Secretary Eagleburger, Pero",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-002, July 1, 1989-July 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-002.pdf#page=76,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-002.pdf,https://catalog.archives.gov/id/470766439
