annotation_order,priority,annotation_type,anchor_chapter_country,anchor_date,anchor_document_type,anchor_title,context_date,context_distance_days,context_title,context_source,context_priority_or_status,issue_or_theme,recommended_annotation_use,source_note,anchor_pdf_url,anchor_catalog_url,context_link,anchor_record_id,context_record_id
576,Reference,Nearby public statement,Chile,1992-05-13,Memcon,Memorandum of Conversation,1992-05-17,4,"Remarks at the University of Notre Dame Commencement Ceremony in South Bend, Indiana",Public Papers of the Presidents,Remarks,Chile,"Compare the public line with the private conversation; use for annotation when it explains public posture, timing, or follow-up.","Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1992, Book I, May 17, 1992, ""Remarks at the University of Notre Dame Commencement Ceremony in South Bend, Indiana"", p. 785. GovInfo, Government Publishing Office.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-05-13--Azocar.pdf,https://catalog.archives.gov/id/428082199,https://www.govinfo.gov/content/pkg/PPP-1992-book1/pdf/PPP-1992-book1-doc-pg785.pdf,bush-library-428082199,govinfo-PPP-1992-book1-doc-pg785
577,Reference,Nearby public statement,Colombia,1989-03-08,Telcon,Memorandum of Telephone Conversation,1989-03-03,-5,Remarks on Drug Trafficking Prior to a Luncheon With Administration Officials,Public Papers of the Presidents,Remarks,"Bolivia; Colombia; Peru","Compare the public line with the private conversation; use for annotation when it explains public posture, timing, or follow-up.","Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1989, Book I, March 3, 1989, ""Remarks on Drug Trafficking Prior to a Luncheon With Administration Officials"", p. 169. GovInfo, Government Publishing Office.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-03-08--Barco.pdf,https://catalog.archives.gov/id/428079919,https://www.govinfo.gov/content/pkg/PPP-1989-book1/pdf/PPP-1989-book1.pdf#page=187,bush-library-428079919,govinfo-ppp-1989-book1-187-remarks-on-drug-trafficking-prior-to-a-luncheon-with-administration-officials
578,Reference,Daily Diary empty-file check,Colombia,1989-05-31,Telcon,Memorandum of a Telephone Conversation,1989-05-31,0,[Presidential Daily Diary] 5/31/1989 [EMPTY],Presidential Daily Diary,Restricted - Possibly,"Latin America; South America; Colombia; Brent Scowcroft Papers; Head-of-state memcons and telcons",Use only to confirm that the diary file was empty or that no schedule detail is presently available.,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 5/31/1989 [EMPTY]. Access restriction: Restricted - Possibly.",documents/colombia/1989-05-31-bush-virgilio-barco-telcon-91111-002-p38-scowcroft.pdf,https://catalog.archives.gov/id/366551687,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-05_31_89-12798-013_415889860.pdf,scowcroft-366551687-38-virgilio-barco-telcon,415889860
579,Reference,Nearby public statement,Colombia,1989-08-21,Telcon,Memorandum of Telephone Conversation,1989-08-19,-2,Statement on the Assassination of Luis Carlos Galan and Colombia- United States Relations,Public Papers of the Presidents,Statement,Colombia,"Compare the public line with the private conversation; use for annotation when it explains public posture, timing, or follow-up.","Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1989, Book II, August 19, 1989, ""Statement on the Assassination of Luis Carlos Galan and Colombia- United States Relations"", pp. 1095-1096. GovInfo, Government Publishing Office.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-21--Barco.pdf,https://catalog.archives.gov/id/428080207,https://www.govinfo.gov/content/pkg/PPP-1989-book2/pdf/PPP-1989-book2.pdf#page=229,bush-library-428080207,govinfo-ppp-1989-book2-229-statement-on-the-assassination-of-luis-carlos-galan-and-colombia-united-states-relations
580,Reference,Nearby public statement,Colombia,1989-08-21,Telcon,Memorandum of Telephone Conversation,1989-08-23,2,The President's News Conference,Public Papers of the Presidents,News Conference,Colombia,"Compare the public line with the private conversation; use for annotation when it explains public posture, timing, or follow-up.","Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1989, Book II, August 23, 1989, ""The President's News Conference"", pp. 1096-1105. GovInfo, Government Publishing Office.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-21--Barco.pdf,https://catalog.archives.gov/id/428080207,https://www.govinfo.gov/content/pkg/PPP-1989-book2/pdf/PPP-1989-book2.pdf#page=230,bush-library-428080207,govinfo-ppp-1989-book2-230-the-president-s-news-conference
581,Reference,Nearby public statement,Colombia,1989-08-21,Telcon,Memorandum of Telephone Conversation,1989-08-25,4,Statement on United States Emergency Antidrug Assistance for Colombia,Public Papers of the Presidents,Statement,Colombia,"Compare the public line with the private conversation; use for annotation when it explains public posture, timing, or follow-up.","Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1989, Book II, August 25, 1989, ""Statement on United States Emergency Antidrug Assistance for Colombia"", pp. 1109-1111. GovInfo, Government Publishing Office.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-21--Barco.pdf,https://catalog.archives.gov/id/428080207,https://www.govinfo.gov/content/pkg/PPP-1989-book2/pdf/PPP-1989-book2.pdf#page=243,bush-library-428080207,govinfo-ppp-1989-book2-243-statement-on-united-states-emergency-antidrug-assistance-for-colombia
582,Reference,Nearby public statement,Colombia,1989-08-21,Telcon,Memorandum of Telephone Conversation,1989-08-15,-6,The President's News Conference,Public Papers of the Presidents,News Conference,"Bolivia; Colombia; Peru","Compare the public line with the private conversation; use for annotation when it explains public posture, timing, or follow-up.","Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1989, Book II, August 15, 1989, ""The President's News Conference"", pp. 1082-1089. GovInfo, Government Publishing Office.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-21--Barco.pdf,https://catalog.archives.gov/id/428080207,https://www.govinfo.gov/content/pkg/PPP-1989-book2/pdf/PPP-1989-book2.pdf#page=216,bush-library-428080207,govinfo-ppp-1989-book2-216-the-president-s-news-conference
583,Reference,Nearby public statement,Colombia,1989-08-21,Telcon,Memorandum of Telephone Conversation,1989-08-28,7,"Remarks and a Question-and-Answer Session With Reporters in Kennebunkport, Maine",Public Papers of the Presidents,Exchange,Colombia,"Compare the public line with the private conversation; use for annotation when it explains public posture, timing, or follow-up.","Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1989, Book II, August 28, 1989, ""Remarks and a Question-and-Answer Session With Reporters in Kennebunkport, Maine"", pp. 1113-1116. GovInfo, Government Publishing Office.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-21--Barco.pdf,https://catalog.archives.gov/id/428080207,https://www.govinfo.gov/content/pkg/PPP-1989-book2/pdf/PPP-1989-book2.pdf#page=247,bush-library-428080207,govinfo-ppp-1989-book2-247-remarks-and-a-question-and-answer-session-with-reporters-in-kennebunkport-maine
584,Reference,Nearby public statement,Colombia,1989-08-28,Telcon,Memorandum of Telephone Conversation,1989-08-31,3,"News Conference of the President and Prime Minister Brian Mulroney of Canada in Kennebunkport, Maine",Public Papers of the Presidents,News Conference,"Bolivia; Colombia; Peru","Compare the public line with the private conversation; use for annotation when it explains public posture, timing, or follow-up.","Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1989, Book II, August 31, 1989, ""News Conference of the President and Prime Minister Brian Mulroney of Canada in Kennebunkport, Maine"", pp. 1124-1131. GovInfo, Government Publishing Office.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-28--Barco.pdf,https://catalog.archives.gov/id/428080215,https://www.govinfo.gov/content/pkg/PPP-1989-book2/pdf/PPP-1989-book2.pdf#page=258,bush-library-428080215,govinfo-ppp-1989-book2-258-news-conference-of-the-president-and-prime-minister-brian-mulroney-of-canada-in-kennebunkport-maine
585,Reference,Nearby public statement,Colombia,1989-08-28,Telcon,Memorandum of Telephone Conversation,1989-08-25,-3,Statement on United States Emergency Antidrug Assistance for Colombia,Public Papers of the Presidents,Statement,Colombia,"Compare the public line with the private conversation; use for annotation when it explains public posture, timing, or follow-up.","Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1989, Book II, August 25, 1989, ""Statement on United States Emergency Antidrug Assistance for Colombia"", pp. 1109-1111. GovInfo, Government Publishing Office.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-28--Barco.pdf,https://catalog.archives.gov/id/428080215,https://www.govinfo.gov/content/pkg/PPP-1989-book2/pdf/PPP-1989-book2.pdf#page=243,bush-library-428080215,govinfo-ppp-1989-book2-243-statement-on-united-states-emergency-antidrug-assistance-for-colombia
