sort_date,display_date,volume_date_scope,countries,primary_chapter_country,record_class,document_type,title,subject_or_context,priority_or_status,score,page_count_or_range,source_collection,source_series,source_folder_or_title,local_identifier,naid_or_folder_naid,source_note,provenance_note,review_note,pdf_url,catalog_or_details_url,page_link,record_id
1989-03-21,"March 21, 1989",Volume date range,,Regional/No single country,Print-candidate lead,Memorandum,President's Reply to Costa Rican President Oscar,"memorandum form; Presidential or NSC principals; narcotics, drug, presidential diplomacy; document text visible in OCR",High,78,98,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [4]",CF00194-016,470766553,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00194, CF00194-016, Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-016.pdf,https://catalog.archives.gov/id/470766553,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-016.pdf#page=98,subject-print-470766553-98-memorandum
1989-03-22,3/22/1989,Volume date range,"Bolivia; Colombia; Peru",Bolivia,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 3/22/1989,Catalog search lead,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 3/22/1989,12793-010,415889721,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 3/22/1989. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-03_22_89-12793-010_415889721.pdf,https://catalog.archives.gov/id/415889721,,daily-diary-415889721
1989-03-22,1989-03-22,Volume date range,"Bolivia; Peru",Bolivia,Public statement,Exchange,Question-and-Answer Session at the Wilmington Cluster Against Substance Abuse Program in Delaware,"uy that countries where they grow drugs. If you stands up to it, says, ""No, I don't want look at the map of South America, one of that."" Come on over here and work out and them is Bolivia-high in the Andes Moun do what you've got to do. tains. And then right next door to that is Q. Have you ever been offered drugs? Peru. And then just north of that is Colom The President. No. See, you know, I'll tell bia. In all three of those countries, they you something. They had drugs around grow the plants that produce the materials when I was a",,,291-295,Public Papers of the Presidents of the United States: George H. W. Bush,"1989, Book I",PPP-1989-book1,,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1989, Book I, March 22, 1989, ""Question-and-Answer Session at the Wilmington Cluster Against Substance Abuse Program in Delaware"", pp. 291-295. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1989-book1/pdf/PPP-1989-book1.pdf,https://www.govinfo.gov/app/details/PPP-1989-book1,https://www.govinfo.gov/content/pkg/PPP-1989-book1/pdf/PPP-1989-book1.pdf#page=309,govinfo-ppp-1989-book1-309-question-and-answer-session-at-the-wilmington-cluster-against-substance-abuse-program-in-delaware
1989-03-22,1989-03-22,Volume date range,"Bolivia; Colombia; Peru",Bolivia,Public statement,Remarks,"Remarks to the Law Enforcement Community in Wilmington, Delaware","is not a catch Thornburgh to go to South America to word. It means, quite simply, if you do meet with the Presidents and top officials in crime, you do time. And that means judges Colombia and Bolivia and Peru. And the who strictly apply the law to convicted topic? How to curb drug production and drug offenders and severe sentences for arrest, convict, and destroy trafficking car dealers who hire children. And it means tels. He came back with a very interesting increasing Federal drug prosecutions. And, and, in ways, troubling report.",,,295-298,Public Papers of the Presidents of the United States: George H. W. Bush,"1989, Book I",PPP-1989-book1,,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1989, Book I, March 22, 1989, ""Remarks to the Law Enforcement Community in Wilmington, Delaware"", pp. 295-298. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1989-book1/pdf/PPP-1989-book1.pdf,https://www.govinfo.gov/app/details/PPP-1989-book1,https://www.govinfo.gov/content/pkg/PPP-1989-book1/pdf/PPP-1989-book1.pdf#page=313,govinfo-ppp-1989-book1-313-remarks-to-the-law-enforcement-community-in-wilmington-delaware
1989-03-22,"March 22, 1989",Volume date range,Ecuador,Ecuador,Print-candidate lead,Memorandum,Request for Meeting Between Mrs. Bush and Wife of,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,15,George H.W. Bush Library,Latin American Directorate Chronological Files,"March 17, 1989-March 31, 1989 [3]",CF00300-016,470766417,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-016, March 17, 1989-March 31, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-016.pdf,https://catalog.archives.gov/id/470766417,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-016.pdf#page=15,chronological-print-470766417-15-memorandum
1989-03-23,"March 23, 1989",Volume date range,,Regional/No single country,Print-candidate lead,Memorandum,Reply to President Arias’ Letter on Narcotics,"memorandum form; Presidential or NSC principals; narcotics, drug, presidential diplomacy; document text visible in OCR",High,78,93,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [4]",CF00194-016,470766553,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00194, CF00194-016, Drug / Anti-Narcotics - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-016.pdf,https://catalog.archives.gov/id/470766553,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00194-016.pdf#page=93,subject-print-470766553-93-memorandum
1989-03-25,"March 25, 1989",Volume date range,Suriname,Suriname,Print-candidate lead,Memorandum,Appointment of Willem A. Udenhout of the Republic,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",Medium,60,18,George H.W. Bush Library,Latin American Directorate Chronological Files,"March 17, 1989-March 31, 1989 [2]",CF00300-015,470766416,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-015, March 17, 1989-March 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-015.pdf,https://catalog.archives.gov/id/470766416,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-015.pdf#page=18,chronological-print-470766416-18-memorandum
1989-03-27,"March 27, 1989",Volume date range,"Argentina; Bolivia",Argentina,Print-candidate lead,Memorandum,Neil Bush Trip to Argentina,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,35,George H.W. Bush Library,Latin American Directorate Chronological Files,"March 17, 1989-March 31, 1989 [2]",CF00300-015,470766416,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-015, March 17, 1989-March 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-015.pdf,https://catalog.archives.gov/id/470766416,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-015.pdf#page=35,chronological-print-470766416-35-memorandum
1989-03-27,"March 27, 1989",Volume date range,"Argentina; Bolivia",Argentina,Print-candidate lead,Memorandum,Neil Bush Trip to Argentina,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,52,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Argentina - January 20, 1989-December 31, 1989 [4]",CF00189-008,470766481,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-008, Argentina - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf,https://catalog.archives.gov/id/470766481,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf#page=52,subject-print-470766481-52-memorandum
1989-03-27,"March 27, 1989",Volume date range,Venezuela,Venezuela,Print-candidate lead,Memorandum,Draft Response from President Bush to Venezuelan,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",Medium,60,74,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Venezuela - January 20, 1989-December 31, 1989 [2]",CF00193-019,470766534,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf,https://catalog.archives.gov/id/470766534,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=74,subject-print-470766534-74-memorandum
1989-03-27,"March 27, 1989",Volume date range,Venezuela,Venezuela,Print-candidate lead,Memorandum,"Welch Trip, System Log 4827","memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",Medium,60,15,George H.W. Bush Library,Latin American Directorate Chronological Files,"June 1, 1989-June 30, 1989 [3]",CF00301-018,470766435,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-018, June 1, 1989-June 30, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-018.pdf,https://catalog.archives.gov/id/470766435,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-018.pdf#page=15,chronological-print-470766435-15-memorandum
1989-03-28,3/28/1989,Volume date range,Colombia,Colombia,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 3/28/1989,Catalog search lead,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 3/28/1989,12793-022,415889733,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 3/28/1989. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-03_28_89-12793-022_415889733.pdf,https://catalog.archives.gov/id/415889733,,daily-diary-415889733
1989-03-28,1989-03-28,Volume date range,Colombia,Colombia,Public statement,Exchange,Remarks and an Informal Exchange With Reporters Following a Meeting With Administration Officials,"of-occurring within our caught. It is very hard. Extradition it's boundaries? called. It's very hard, for example, to get The President. By what we're doing? You drug kingpins in Colombia extradited to the said----- United States when the cartel down there Q. By fortifying our borders. goes in and murders a supreme court jus The President. No, I don't think that is an tice. I think you had 9 or 10 justices killed answer. I think being sure that the intelli there. You had an attorney general fleeing gence is widely shared of people co",,,318-326,Public Papers of the Presidents of the United States: George H. W. Bush,"1989, Book I",PPP-1989-book1,,,"Source: Public Papers of the Presidents of the United States: George H. W. Bush, 1989, Book I, March 28, 1989, ""Remarks and an Informal Exchange With Reporters Following a Meeting With Administration Officials"", pp. 318-326. GovInfo, Government Publishing Office.",,"Public line/reference evidence; compare against private record and final source-note context.",https://www.govinfo.gov/content/pkg/PPP-1989-book1/pdf/PPP-1989-book1.pdf,https://www.govinfo.gov/app/details/PPP-1989-book1,https://www.govinfo.gov/content/pkg/PPP-1989-book1/pdf/PPP-1989-book1.pdf#page=336,govinfo-ppp-1989-book1-336-remarks-and-an-informal-exchange-with-reporters-following-a-meeting-with-administration-officials
