queue_order,action_type,urgency,country,country_risk_score,private_record_count,high_priority_print_candidates,date,document_type,title,source_series,source_folder,priority,score,release_or_access_status,page_count_or_range,evidence,recommended_action,source_note,pdf_url,catalog_url
3905,High-priority print candidate,Critical,Chile,95,3,32,"November 14, 1989",Memorandum,Meeting with Chilean Foreign Minister,Latin American Directorate Chronological Files,"November 1, 1989-November 15, 1989 [1]",High,72,Restricted - Possibly,31,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-009, November 1, 1989-November 15, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-009.pdf,https://catalog.archives.gov/id/470766466
3905,High-priority print candidate,Critical,Chile,95,3,32,"November 14, 1989",Memorandum,Meeting with Chilean Foreign Minister,Latin American Affairs Directorate Subject Files,"Chile - January 20, 1989-December 31, 1989",High,72,Restricted - Possibly,15,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-005, Chile - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2004-0731-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-005.pdf,https://catalog.archives.gov/id/470766562
3905,High-priority print candidate,Critical,Chile,95,3,32,"November 3, 1989",Memorandum,PCC Meeting on Chile,Latin American Affairs Directorate Subject Files,"Chile - January 20, 1989-December 31, 1989",High,72,Restricted - Possibly,12,"memorandum form; Presidential or NSC principals; debt and economy, presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-005, Chile - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2004-0731-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-005.pdf,https://catalog.archives.gov/id/470766562
3910,High-priority print candidate,Critical,Suriname,90,,2,,Memorandum,Appointment of Willem A. Udenhout of the Republic,Latin American Directorate Chronological Files,"March 17, 1989-March 31, 1989 [2]",High,72,Restricted - Possibly,17,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-015, March 17, 1989-March 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-015.pdf,https://catalog.archives.gov/id/470766416
3910,High-priority print candidate,Critical,Suriname,90,,2,SECURITY COUNCIL ID 8910039,Memorandum,To: SOURCE:,Latin American Affairs Directorate Subject Files,"Suriname - January 20, 1989-December 31, 1989",High,72,Restricted - Possibly,5,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-012, Suriname - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-012.pdf,https://catalog.archives.gov/id/470766527
3911,High-priority print candidate,Critical,Paraguay,89,2,19,,Talking Points,CONTINGENCY TALKING POINTS FOR USE WITH PRESIDENT ANDRES RODRIGUEZ OF PARAGUAY I enjoyed learning about Paraguay from you at the dinner,Latin American Directorate Chronological Files,"October 16, 1989-October 31, 1989 [1]",High,90,Restricted - Possibly,67,"Presidential or NSC principals; democracy, presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-004, October 16, 1989-October 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-004.pdf,https://catalog.archives.gov/id/470766461
3911,High-priority print candidate,Critical,Paraguay,89,2,19,,Memorandum,Letter to the President from U.S. Families Facing,Latin American Directorate Chronological Files,"September 16, 1989-September 30, 1989 [3]",High,72,Restricted - Possibly,60,"memorandum form; Presidential or NSC principals; presidential diplomacy, regional policy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-019, September 16, 1989-September 30, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-019.pdf,https://catalog.archives.gov/id/470766456
3911,High-priority print candidate,Critical,Paraguay,89,2,19,,Memorandum,Reauest from Paraguayan President Rodriguez to Meet,Latin American Affairs Directorate Subject Files,"Paraguay - January 20, 1989-December 31, 1989",High,72,Restricted - Possibly,24,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-001, Paraguay - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-001.pdf,https://catalog.archives.gov/id/470766516
3911,High-priority print candidate,Critical,Paraguay,89,2,19,,Memorandum,U.S. Representation at the May 15 Inauguration of the,Latin American Directorate Chronological Files,"May 1, 1989-May 15, 1989 [3]",High,78,Restricted - Possibly,126,"memorandum form; Presidential or NSC principals; democracy, presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-012, May 1, 1989-May 15, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-012.pdf,https://catalog.archives.gov/id/470766429
3911,High-priority print candidate,Critical,Paraguay,89,2,19,,Memorandum,U.S. Representation at the May 15 Inauguration of the,Latin American Affairs Directorate Subject Files,"Paraguay - January 20, 1989-December 31, 1989",High,78,Restricted - Possibly,39,"memorandum form; Presidential or NSC principals; democracy, presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-001, Paraguay - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-001.pdf,https://catalog.archives.gov/id/470766516
3911,High-priority print candidate,Critical,Paraguay,89,2,19,"May 15, 1989",Memorandum,Background Paper and Points to Be Made for the,Latin American Affairs Directorate Subject Files,"Latin America - Churches - January 20, 1989-December 31, 1989",High,72,Restricted - Possibly,54,"memorandum form; Presidential or NSC principals; Latin America, presidential diplomacy, regional policy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00196, CF00196-018, Latin America - Churches - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00196-018.pdf,https://catalog.archives.gov/id/470766604
3911,High-priority print candidate,Critical,Paraguay,89,2,19,"May 15, 1989",Memorandum,Background Paper and Points to Be Made for the,Latin American Affairs Directorate Subject Files,"Latin America - January 20, 1989-December 31, 1989 [2]",High,72,Restricted - Possibly,110,"memorandum form; Presidential or NSC principals; Latin America, presidential diplomacy, regional policy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00192, CF00192-002, Latin America - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00192-002.pdf,https://catalog.archives.gov/id/470766497
3911,High-priority print candidate,Critical,Paraguay,89,2,19,"May 9, 1989",Memorandum,Request for Aircraft for U.S. Official Delegation,Latin American Directorate Chronological Files,"May 1, 1989-May 15, 1989 [2]",High,72,Restricted - Possibly,23,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-011, May 1, 1989-May 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-011.pdf,https://catalog.archives.gov/id/470766428
3911,High-priority print candidate,Critical,Paraguay,89,2,19,"May 9, 1989",Memorandum,Request for Aircraft for U.S. Official Delegation,Latin American Affairs Directorate Subject Files,"Paraguay - January 20, 1989-December 31, 1989",High,72,Restricted - Possibly,31,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-001, Paraguay - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-001.pdf,https://catalog.archives.gov/id/470766516
3911,High-priority print candidate,Critical,Paraguay,89,2,19,"May 9, 1989",Memorandum,Request for Aircraft to Transport the U.S. Delegation,Latin American Directorate Chronological Files,"May 1, 1989-May 15, 1989 [2]",High,78,Restricted - Possibly,26,"memorandum form; Presidential or NSC principals; democracy, presidential diplomacy; document text visible in OCR","Verify page image, source folder, and date; compare against the country chronology before print selection.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-011, May 1, 1989-May 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-011.pdf,https://catalog.archives.gov/id/470766428
