ledger_rank,review_priority,country_risk_level,country_risk_score,source_family,repository,record_group_or_collection,series,subseries_or_file_group,folder_title,folder_or_file_id,folder_naid,parent_collection_naid,evidence_classes,countries,years,date_span,verified_private_record_count,duplicate_private_source_count,print_candidate_count,high_priority_print_candidate_count,daily_diary_backup_reference_count,total_evidence_rows,verified_private_page_total,duplicate_source_page_total,print_candidate_page_starts,access_or_release_statuses,foia_numbers,source_note_statuses,sample_private_records,sample_duplicate_private_sources,sample_print_candidates,sample_diary_backup_references,recommended_compiler_use,catalog_url,pdf_url,parent_collection_url,source_notes,provenance_trail
309,Reference,Critical,95,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/2/1990,12838-006,415890839,186322,Daily diary/backup reference,"Chile; Colombia; Ecuador",1990,1990-10-02,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-10-02 - [Presidential Daily Backup] 10/2/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890839,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-10_02_90-12838-006_415890839.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/2/1990. Access restriction: Restricted - Possibly.","12838-006; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
310,Reference,Critical,87,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/23/1990,12840-014,415890882,186322,Daily diary/backup reference,Peru,1990,1990-10-23,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-10-23 - [Presidential Daily Backup] 10/23/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890882,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-10_23_90-12840-014_415890882.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/23/1990. Access restriction: Restricted - Possibly.","12840-014; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
311,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/23/1992,26860-018,415892355,186322,Daily diary/backup reference,Argentina,1992,1992-10-23,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1992-10-23 - [Presidential Daily Backup] 10/23/1992,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415892355,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-10_23_92-26860-018_415892355.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/23/1992. Access restriction: Restricted - Possibly.","26860-018; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
312,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/24/1989,12809-010,415890153,186322,Daily diary/backup reference,"Argentina; Colombia",1989,1989-10-24,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1989-10-24 - [Presidential Daily Backup] 10/24/1989,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890153,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_24_89-12809-010_415890153.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/24/1989. Access restriction: Restricted - Possibly.","12809-010; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
313,Reference,Medium,32,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/24/1990,12840-017,415890885,186322,Daily diary/backup reference,Uruguay,1990,1990-10-24,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-10-24 - [Presidential Daily Backup] 10/24/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890885,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-10_24_90-12840-017_415890885.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/24/1990. Access restriction: Restricted - Possibly.","12840-017; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
314,Reference,Critical,95,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/25/1989,12809-012,415890155,186322,Daily diary/backup reference,"Argentina; Bolivia; Brazil; Chile; Colombia; Peru; Venezuela",1989,1989-10-25,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1989-10-25 - [Presidential Daily Backup] 10/25/1989,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890155,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_25_89-12809-012_415890155.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/25/1989. Access restriction: Restricted - Possibly.","12809-012; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
315,Reference,Critical,95,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/27/1989,12809-016,415890159,186322,Daily diary/backup reference,"Argentina; Bolivia; Brazil; Colombia; Ecuador; Guyana; Paraguay; Suriname; Uruguay; Venezuela",1989,1989-10-27,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1989-10-27 - [Presidential Daily Backup] 10/27/1989,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890159,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_27_89-12809-016_415890159.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/27/1989. Access restriction: Restricted - Possibly.","12809-016; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
316,Reference,Monitor,28,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/28/1989,12809-018,415890161,186322,Daily diary/backup reference,"Argentina; Brazil; Colombia",1989,1989-10-28,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1989-10-28 - [Presidential Daily Backup] 10/28/1989,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890161,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_28_89-12809-018_415890161.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/28/1989. Access restriction: Restricted - Possibly.","12809-018; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
317,Reference,Monitor,18,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/3/1989,12807-010,415890111,186322,Daily diary/backup reference,Venezuela,1989,1989-10-03,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1989-10-03 - [Presidential Daily Backup] 10/3/1989,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890111,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_03_89-12807-010_415890111.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/3/1989. Access restriction: Restricted - Possibly.","12807-010; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
318,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/30/1989,12809-022,415890165,186322,Daily diary/backup reference,Colombia,1989,1989-10-30,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1989-10-30 - [Presidential Daily Backup] 10/30/1989,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890165,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_30_89-12809-022_415890165.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/30/1989. Access restriction: Restricted - Possibly.","12809-022; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
319,Reference,Critical,95,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Backup,[Presidential Daily Backup] 10/31/1991,12872-003,415891632,186322,Daily diary/backup reference,"Argentina; Bolivia; Colombia",1991,1991-10-31,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1991-10-31 - [Presidential Daily Backup] 10/31/1991,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891632,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-10_31_91-12872-003_415891632.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/31/1991. Access restriction: Restricted - Possibly.","12872-003; Bush Presidential Records; Presidential Daily Backup; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
