source_note_status,source_note_review_flags,compiler_action,record_class,primary_chapter_country,countries,sort_date,display_date,volume_date_scope,document_type,title,source_note_model,source_note,provenance_note,repository,record_group_or_collection,office_or_collection,series,subseries_or_file_group,oa_or_local_identifier,folder_or_source_title,record_naid,series_or_folder_naid,page_count_or_range,release_or_access_status,foia_or_processing,pdf_url,catalog_or_details_url,page_link,record_id
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Brazil,Brazil,1989-10-28,"October 28, 1989",Volume date range,Memorandum,Alerting NSCS on Presidential,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-013, Brazil - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00189-013,"Brazil - January 20, 1989-December 31, 1989 [1]",,470766486,54,Restricted - Possibly,2004-0734-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf,https://catalog.archives.gov/id/470766486,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf#page=54,subject-print-470766486-54-memorandum
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Brazil,Brazil,1989-11-06,"November 6, 1989",Volume date range,Memorandum,Letter to Brazilian State Representative,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-010, November 1, 1989-November 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00303-010,"November 1, 1989-November 15, 1989 [2]",,470766467,42,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf,https://catalog.archives.gov/id/470766467,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf#page=42,chronological-print-470766467-42-memorandum
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Brazil,Brazil,1989-11-06,"November 6, 1989",Volume date range,Memorandum,Letter to Brazilian State Representative,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-013, Brazil - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00189-013,"Brazil - January 20, 1989-December 31, 1989 [1]",,470766486,47,Restricted - Possibly,2004-0734-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf,https://catalog.archives.gov/id/470766486,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf#page=47,subject-print-470766486-47-memorandum
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Brazil,Brazil,1989-11-17,"November 17, 1989",Volume date range,Memorandum,HR 3544 - To authorize the transfer of a specified,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-013, Brazil - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00189-013,"Brazil - January 20, 1989-December 31, 1989 [1]",,470766486,41,Restricted - Possibly,2004-0734-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf,https://catalog.archives.gov/id/470766486,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf#page=41,subject-print-470766486-41-memorandum
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Brazil,Brazil,1989-11-28,"November 28, 1989",Volume date range,Memorandum,Brazil-U.S. Business Council,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-011, November 16, 1989-November 30, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00303-011,"November 16, 1989-November 30, 1989 [1]",,470766468,74,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-011.pdf,https://catalog.archives.gov/id/470766468,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-011.pdf#page=74,chronological-print-470766468-74-memorandum
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Brazil,Brazil,1989-11-28,"November 28, 1989",Volume date range,Memorandum,Brazil-U.S. Business Council,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-013, Brazil - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00189-013,"Brazil - January 20, 1989-December 31, 1989 [1]",,470766486,28,Restricted - Possibly,2004-0734-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf,https://catalog.archives.gov/id/470766486,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf#page=28,subject-print-470766486-28-memorandum
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Brazil,Brazil,1989-12-07,"December 7, 1989",Volume date range,Memorandum,Alerting NSCS on Presidential,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-013, Brazil - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00189-013,"Brazil - January 20, 1989-December 31, 1989 [1]",,470766486,22,Restricted - Possibly,2004-0734-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf,https://catalog.archives.gov/id/470766486,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf#page=22,subject-print-470766486-22-memorandum
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Brazil,Brazil,1989-12-20,"December 20, 1989",Volume date range,Memorandum,Congratulatory Telephone Call by the President to,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-015, December 16, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00303-015,"December 16, 1989-December 31, 1989 [1]",,470766472,47,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-015.pdf,https://catalog.archives.gov/id/470766472,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-015.pdf#page=47,chronological-print-470766472-47-memorandum
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Brazil,Brazil,1989-12-20,"December 20, 1989",Volume date range,Memorandum of Conversation,"THE VICE PRESIDENT WASHING OM SECRE? December 20, 1989 MEMORANDUM OF CONVERSATION Summary of the Vice President's telephone conversation, December 20, with",FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-013, Brazil - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00189-013,"Brazil - January 20, 1989-December 31, 1989 [1]",,470766486,18,Restricted - Possibly,2004-0734-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf,https://catalog.archives.gov/id/470766486,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf#page=18,subject-print-470766486-18-memorandum-of-conversation
FRUS-style ready,,Source note is ready for compiler review with provenance retained separately.,Declassified memcon/telcon,Brazil,Brazil,1990-01-26,1990-01-26,Volume date range,Memcon,Memorandum of Conversation,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files. Access restriction: Unrestricted.","Source: George H.W. Bush Library, Records of the National Security Council (George H. W. Bush Administration), Presidential Memcon Files, NAID 321498039; item Meeting with Fernando Collor de Mello of Brazil, January 26, 1990, NAID 428080489. Digital object: 1990-01-26--Collor-de-Mello.pdf.",George H.W. Bush Library,Bush Presidential Records,National Security Council,Presidential Memcon Files,,,Presidential Memcon Files,428080489,321498039,2,Unrestricted,,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-01-26--Collor-de-Mello.pdf,https://catalog.archives.gov/id/428080489,,presidential-series-428080489
FRUS-style ready,,Source note is ready for compiler review with provenance retained separately.,Declassified memcon/telcon,Brazil,Brazil,1990-03-23,1990-03-23,Volume date range,Telcon,Memorandum of Telephone Conversation,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: March 1990. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 3/23/1990; Type Telcon; Participants Collor de Mello, Fernando; Country Brazil; Release Status Full; NAID 428080617. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone conversation with President Fernando Collor of Brazil, March 23, 1990, NAID 428080617. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: March 1990, NAID 325592642. Digital object: 1990-03-23--Collor-de-Mello.pdf, object ID 428080618, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-03-23--Collor-de-Mello.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551691, 91111-006, source pages 25-26.",George H.W. Bush Library,Bush Presidential Records,National Security Council,Presidential Telcon Files,,[Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: March 1990,[Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: March 1990,428080617,325592642,3,Full,,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-03-23--Collor-de-Mello.pdf,https://catalog.archives.gov/id/428080617,,bush-library-428080617
FRUS-style ready,,Source note is ready for compiler review with provenance retained separately.,Declassified memcon/telcon,Brazil,Brazil,1990-06-06,1990-06-06,Volume date range,Telcon,Memorandum of Telephone Conversation,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: June 1990. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 6/6/1990; Type Telcon; Participants Collor de Mello, Fernando; Country Brazil; Release Status Full; NAID 428080767. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone Conversation with President Fernando Collor de Mello of Brazil, June 6, 1990, NAID 428080767. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: June 1990, NAID 325592645. Digital object: 1990-06-06--Collor-de-Mello.pdf, object ID 428080768, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-06-06--Collor-de-Mello.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551691, 91111-006, source pages 91-93.",George H.W. Bush Library,Bush Presidential Records,National Security Council,Presidential Telcon Files,,[Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: June 1990,[Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: June 1990,428080767,325592645,4,Full,,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-06-06--Collor-de-Mello.pdf,https://catalog.archives.gov/id/428080767,,bush-library-428080767
