person_name,description,included_reasons,authority_name_collision_count,authority_name_collisions,match_caution,has_site_evidence,site_evidence_total,verified_participant_record_count,print_candidate_mention_count,public_statement_mention_count,daily_diary_reference_mention_count,countries,first_verified_record_date,latest_verified_record_date,verified_record_titles,print_candidate_mentions,public_statement_mentions,daily_diary_reference_mentions,name_variants_used,source_entry,person_id
"McMullen, Robert Bruce (R. Bruce)","Economic Counselor, U.S. Embassy in Bogota [1989, 1990]; Deputy Director, Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1990, 1991]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"mcmullen robert bruce r bruce; robert bruce mcmullen; robert mcmullen","McMullen, Robert Bruce (R. Bruce), Economic Counselor, U.S. Embassy in Bogota [1989, 1990]; Deputy Director, Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1990, 1991]",mcmullen-robert-bruce-r-bruce
"McNamara, Thomas E.","U.S. Ambassador to Colombia until August 14, 1991; Special Assistant to the President for National Security Affairs and Senior Director for International Programs and African Affairs, National Security Council staff from September 25, 1991, until YY","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,yes,3,0,3,0,0,Colombia,,,,"December 15, 1989 - High - Request for an Appointment by U.S. to; December 15, 1989 - High - To: BRENT SCOWCROFT fo; From: WILLIAM T. PRYCE oe am b.; High - From William Pryce to",,,"mcnamara thomas e; thomas e mcnamara; thomas mcnamara","McNamara, Thomas E., U.S. Ambassador to Colombia until August 14, 1991; Special Assistant to the President for National Security Affairs and Senior Director for International Programs and African Affairs, National Security Council staff from September 25, 1991, until YY",mcnamara-thomas-e
"McShane, John F.","Director for Latin American Affairs, National Security Council staff (1991, 1992)",Senior regional-policy role,0,,,no,0,0,0,0,0,,,,,,,,"john f mcshane; john mcshane; mcshane john f","McShane, John F., Director for Latin American Affairs, National Security Council staff (1991, 1992)",mcshane-john-f
"Melton, Richard H.","Deputy Assistant Secretary for the Caribbean, Bureau of Inter-American Affairs, Department of State until October 1989; U.S. Ambassador to Brazil from December 12, 1989","South America country or capital in name authority entry; Senior regional-policy role",0,,,yes,1,0,0,1,0,Brazil,,,,,1989-09-18 - Nomination of Richard H. Melton To Be United States Ambassador to Brazil,,"melton richard h; richard h melton; richard melton","Melton, Richard H., Deputy Assistant Secretary for the Caribbean, Bureau of Inter-American Affairs, Department of State until October 1989; U.S. Ambassador to Brazil from December 12, 1989",melton-richard-h
"Menem, Carlos Saul","President of Argentina from July 8, 1989","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,yes,58,28,25,5,0,"Argentina; Bolivia; Brazil; Chile; Uruguay",1989-09-27,1992-12-01,"1989-09-27 - Memcon - Meeting with President Carlos Menem of Argentina; 1989-09-27 - Memcon - Meeting with President Carlos Menem of Argentina, September 27, 1989; 1989-12-20 - Telcon - Telephone Conversation with President Menem of Argentina, December 20, 1989; 1990-03-01 - Telcon - Telephone conversation with President Carlos Menem of Argentina (U); 1990-03-01 - Telcon - Telephone conversation with President Carlos Menem of Argentina, March 1, 1990; 1990-06-28 - Telcon - Telephone Conversation with President Carlos Sail Menem of Argentina (VU); 1990-06-28 - Telcon - Telephone Conversation with President Carlos Saul Menem of Argentina, June 28, 1990; 1990-10-01 - Memcon - Meeting with President Carlos Saul Menem of Argentina, October 1, 1990; 1990-12-05 - Memcon - Luncheon with President Carlos Saul Menem of Argentina (U); 1990-12-05 - Memcon - Luncheon with President Carlos Saul Menem of Argentina, December 5, 1990; 1991-01-14 - Telcon - Telephone conversation with President Carlos Menem of Argentina (U); 1991-01-14 - Telcon - Telephone conversation with President Carlos Menem of Argentina, January 14, 1991; 1991-01-19 - Telcon - Telephone conversation with President Carlos Menem of Argentina (U); 1991-01-19 - Telcon - Telephone Conversation with President Carlos Menem of Argentina, January 19, 1991; 1991-02-08 - Telcon - Telephone conversation with President Carlos Menem of Argentina (U); 1991-02-08 - Telcon - Telephone Conversation with President Carlos Menem of Argentina, February 8, 1991; 1991-03-04 - Telcon - Telephone conversation with President Menem of Argentina (U); 1991-03-04 - Telcon - Telephone Conversation with President Menem of Argentina, March 4, 1991; 1991-08-20 - Telcon - Telcon with President Carlos Menem of Argentina on August 20, 1991; 1991-08-20 - Telcon - Telcon with President Carlos Menem of Argentina on August 20, 1991 (JU); 1991-11-14 - Memcon - Meeting with Carlos Menem, President of Argentina, November 14, 1991; 1992-01-16 - Telcon - Telcon with President Carlos Saul Menem of Argentina on January 16, 1992; 1992-04-07 - Telcon - Telcon with President Carlos Menem of Argentina on April 71 1992, April 7, 1992; 1992-10-31 - Telcon - Telcon with Carlos Menem President of Argentina on October 31, 1992 (); 1992-11-05 - Telcon - Telcon with Carlos Saul Menem of Argentina on November 5, 1992; 1992-11-05 - Telcon - Telcon with Carlos Saul Menem of Argentina on November 5, 1992; 1992-12-01 - Telcon - Telcon with President Carlos Menem of Argentina on December 1, 1992; 1992-12-01 - Telcon - Telcon with President Carlos Menem of Argentina on December 1, 1992 (D)","July 3, 1989 - High - Argentine President-elect Carlos Menem; July 3, 1989 - High - Argentine President-elect Carlos Menem; July 3, 1989 - High - Argentine President-elect Carlos Menem; August 18, 1989 - High - “Request to Schedule Meeting for President Menem; August 18, 1989 - High - Request to Schedule Meeting for President Menem; August 21, 1989 - Medium - | Request for Phone Call From Mrs. Bush to Mrs.; August 25, 1989 - High - Request for Meeting with Argentine President Menem; August 25, 1989 - High - Request for Meeting with Argentine President Menem; September 25, 1989 - High - Briefing Materials for the President's Meeting with; September 25, 1989 - High - Briefing Materials for the President's Meeting with; September 25, 1989 - High - Presidential Meeting with Argentine President; September 25, 1989 - High - Presidential Meeting with Argentine President; September 25, 1989 - High - Presidential Meéting with Argentine President; September 27, 1989 - Medium - Executive Secretary; September 27, 1989 - High - Meeting with President Carlos Menem of; September 27, 1989 - High - Meeting with President Carlos Menem of; September 27, 1989 - High - Memorandum of Conversation with President; September 27, 1989 - Medium - Memorandum of Conversation with President; November 29, 1989 - Medium - Alerting NSCS on Presidential; November 29, 1989 - Medium - S/S 8927411","1989-09-27 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President Carlos Saul Menem of Argentina; 1990-03-05 - Statement on the Economic Situation in Argentina; 1990-12-05 - Toast at a State Dinner in Buenos Aires, Argentina; 1991-11-14 - Remarks at the Welcoming Ceremony for President Carlos Menem of Argentina; 1991-11-14 - Statement by Press Secretary Fitzwater on the President's Meeting with President Levon Ter-Petrosian of Armenia",,"carlos menem; carlos saul menem; menem carlos saul","Menem, Carlos Saul, President of Argentina from July 8, 1989",menem-carlos-saul
"Millan, William","Opinion Analysis and Plans Staff, Bureau of Public Affairs, Department of State [1990]; Political Counselor, U.S. Embassy in Caracas [1990-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"millan william; william millan","Millan, William, Opinion Analysis and Plans Staff, Bureau of Public Affairs, Department of State [1990]; Political Counselor, U.S. Embassy in Caracas [1990-1992]",millan-william
"Miller, David Norman","Economic Counselor, U.S. Embassy in Lisbon [1989-1992]; Director, Office of Brazilian Affairs, Bureau of Inter-American Affairs, Department of State [1992]","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,yes,5,0,5,0,0,Colombia,,,,"November 1, 1989 - High - Colombian Request for Additional Economic; 12/4/89 - High - To: Robert Gates From: David Miller; Medium - From David Miller to; High - Summit with Andeans on Drugs; High - The President's Drug Certifications",,,"david miller; david norman miller; miller david norman","Miller, David Norman, Economic Counselor, U.S. Embassy in Lisbon [1989-1992]; Director, Office of Brazilian Affairs, Bureau of Inter-American Affairs, Department of State [1992]",miller-david-norman
"Millspaugh, Robert A.","Labor Attache, U.S. Embassy in Caracas [1989-1992]; Political Counselor, U.S. Embassy in Managua [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"millspaugh robert a; robert a millspaugh; robert millspaugh","Millspaugh, Robert A., Labor Attache, U.S. Embassy in Caracas [1989-1992]; Political Counselor, U.S. Embassy in Managua [1992]",millspaugh-robert-a
"Moorefield, Kenneth","Commercial Counselor, U.S. Embassy in Caracas [1989-1991]; Commercial Counselor, U.S. Embassy in London [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"kenneth moorefield; moorefield kenneth","Moorefield, Kenneth, Commercial Counselor, U.S. Embassy in Caracas [1989-1991]; Commercial Counselor, U.S. Embassy in London [1991, 1992]",moorefield-kenneth
"Morley, Robert","Director, Office of Cuban Affairs, Bureau of Inter-American Affairs, Department of State [1989-1991]; Director for Latin American Affairs, National Security Council staff, from June 1991 until October 1992",Senior regional-policy role,0,,,no,0,0,0,0,0,,,,,,,,"morley robert; robert morley","Morley, Robert, Director, Office of Cuban Affairs, Bureau of Inter-American Affairs, Department of State [1989-1991]; Director for Latin American Affairs, National Security Council staff, from June 1991 until October 1992",morley-robert
"Morris, Ned E.","Administrative Counselor, U.S. Embassy in Quito [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"morris ned e; ned e morris; ned morris","Morris, Ned E., Administrative Counselor, U.S. Embassy in Quito [1991, 1992]",morris-ned-e
"Morris, Robert G.","Science Attache, U.S. Embassy in Buenos Aires [1989-1991]; Science Attache, U.S. Embassy in Madrid [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"morris robert g; robert g morris; robert morris","Morris, Robert G., Science Attache, U.S. Embassy in Buenos Aires [1989-1991]; Science Attache, U.S. Embassy in Madrid [1991, 1992]",morris-robert-g
"Mosbacher, Robert Aaron, Sr.","Secretary of Commerce from January 31, 1989, until January 15, 1993",Core U.S. principal for Bush 41 South America records,0,,,no,0,0,0,0,0,,,,,,,,"mosbacher robert aaron sr; robert aaron mosbacher; robert mosbacher","Mosbacher, Robert Aaron, Sr., Secretary of Commerce from January 31, 1989, until January 15, 1993",mosbacher-robert-aaron-sr
"Moser, William H.","Administrative Counselor, U.S. Embassy in Paramaribo [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"moser william h; william h moser; william moser","Moser, William H., Administrative Counselor, U.S. Embassy in Paramaribo [1991, 1992]",moser-william-h
"Munoz, Arnold A.","Administrative Counselor, U.S. Embassy in Caracas [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"arnold a munoz; arnold munoz; munoz arnold a","Munoz, Arnold A., Administrative Counselor, U.S. Embassy in Caracas [1991, 1992]",munoz-arnold-a
"Murphy, Margaret Ann","Consul, U.S. Embassy in Brasilia [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"margaret ann murphy; margaret murphy; murphy margaret ann","Murphy, Margaret Ann, Consul, U.S. Embassy in Brasilia [1992]",murphy-margaret-ann
"Myles, Stanley T.","Deputy Chief of Mission, U.S. Embassy in Paramaribo [1989-1991]; Charge d’Affaires [1991]; Political Counselor, U.S. Embassy in Brasilia [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"myles stanley t; stanley myles; stanley t myles","Myles, Stanley T., Deputy Chief of Mission, U.S. Embassy in Paramaribo [1989-1991]; Charge d’Affaires [1991]; Political Counselor, U.S. Embassy in Brasilia [1992]",myles-stanley-t
"Nice, Jeremy","Administrative Counselor, U.S. Embassy in Brasilia [1989-1992]; Administrative Counselor, U.S. Embassy in Islamabad [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"jeremy nice; nice jeremy","Nice, Jeremy, Administrative Counselor, U.S. Embassy in Brasilia [1989-1992]; Administrative Counselor, U.S. Embassy in Islamabad [1992]",nice-jeremy
"Noble, Peter T.","Commercial Counselor, U.S. Embassy in Panama City [1989]; Commercial Counselor, U.S. Embassy in Bogota [1989]; Commercial Counselor, U.S. Embassy in Belgrade [1990, 1991]; Commercial Counselor, U.S. Embassy in Panama City [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"noble peter t; peter noble; peter t noble","Noble, Peter T., Commercial Counselor, U.S. Embassy in Panama City [1989]; Commercial Counselor, U.S. Embassy in Bogota [1989]; Commercial Counselor, U.S. Embassy in Belgrade [1990, 1991]; Commercial Counselor, U.S. Embassy in Panama City [1992]",noble-peter-t
"Orlando, Jack P.","Economic Counselor, U.S. Consulate at Vancouver [1989-1991]; acting Economic Counselor, U.S. Embassy in Brasilia [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"jack orlando; jack p orlando; orlando jack p","Orlando, Jack P., Economic Counselor, U.S. Consulate at Vancouver [1989-1991]; acting Economic Counselor, U.S. Embassy in Brasilia [1992]",orlando-jack-p
"Owens-Kirkpatrick, Barbro","Deputy Director, Office of Southern Cone Affairs, Bureau of Inter-American Affairs, Department of State [1990]; Deputy Director, Office of International Security Operations, Bureau of Politico-Military Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"barbro owens kirkpatrick; owens kirkpatrick barbro","Owens-Kirkpatrick, Barbro, Deputy Director, Office of Southern Cone Affairs, Bureau of Inter-American Affairs, Department of State [1990]; Deputy Director, Office of International Security Operations, Bureau of Politico-Military Affairs, Department of State [1992]",owens-kirkpatrick-barbro
